,area,bbox,centroid,convex_area,convex_image,coords,eccentricity,equivalent_diameter,euler_number,extent,image,label,major_axis_length,max_intensity,mean_intensity,min_intensity,minor_axis_length,orientation,perimeter,solidity,weighted_centroid,slope max_intensity,slope mean_intensity,slope min_intensity,slope weighted_centroid,wslope max_intensity,wslope mean_intensity,wslope min_intensity,wslope weighted_centroid,moments_hu0,weighted_moments_hu0,slope weighted_moments_hu0,wslope weighted_moments_hu0,moments_hu1,weighted_moments_hu1,slope weighted_moments_hu1,wslope weighted_moments_hu1,moments_hu2,weighted_moments_hu2,slope weighted_moments_hu2,wslope weighted_moments_hu2,moments_hu3,weighted_moments_hu3,slope weighted_moments_hu3,wslope weighted_moments_hu3,moments_hu4,weighted_moments_hu4,slope weighted_moments_hu4,wslope weighted_moments_hu4,moments_hu5,weighted_moments_hu5,slope weighted_moments_hu5,wslope weighted_moments_hu5,moments_hu6,weighted_moments_hu6,slope weighted_moments_hu6,wslope weighted_moments_hu6
drift_221,102,"(6700, 1156, 6711, 1173)","(6705.3921568627447, 1162.8725490196077)",123,"[[False False False ..., False False False]
 [False False False ..., False False False]
 [False False  True ..., False False False]
 ..., 
 [False  True  True ...,  True  True False]
 [False False False ...,  True  True  True]
 [False False False ...,  True  True  True]]","[[6700 1163]
 [6700 1164]
 [6701 1160]
 ..., 
 [6710 1170]
 [6710 1171]
 [6710 1172]]",0.8013961688453737,11.396070970426017,1,0.545454545455,"[[False False False ..., False False False]
 [False False False ..., False False False]
 [False False  True ..., False False False]
 ..., 
 [False  True  True ...,  True False False]
 [False False False ...,  True  True  True]
 [False False False ...,  True  True  True]]",222,16.15015516683007,0.787327,0.665567,0.597099,9.659955541664534,-0.313293887875845,41.1776695297,0.829268292683,"(6705.3666532286388, 1162.8526651784878)",6.70674,5.13053,3.49524,"(6705.1639848533487, 1162.850883036047)",5.5212,5.08756,4.70484,"(6705.4668238541817, 1162.9450791535551)",0.2169989295218281,0.32199032404228517,0.04461983906500698,0.042684182114981116,0.010535509328000969,0.023580638969846943,0.000496548239688718,0.00041509521156605887,0.004487466800905827,0.01572514320032272,4.3073482407138215e-05,3.4454654833244127e-05,0.001153741316701431,0.004458027411239488,1.2794315702082576e-05,8.506727532126736e-06,2.5889835309484637e-06,3.697587450045196e-05,2.888415400594626e-10,1.4417234207228894e-10,9.920691326426292e-05,0.0005883936278073062,2.3741771991113436e-07,1.4851344797830223e-07,-4.345892104317078e-07,-5.100459719861148e-06,-8.235237070079539e-11,-2.059325080071512e-11
drift_222,1456,"(6718, 1150, 6804, 1189)","(6765.3708791208792, 1166.5480769230769)",2259,"[[False False False ..., False False False]
 [False  True  True ..., False False False]
 [ True  True  True ..., False False False]
 ..., 
 [False False False ...,  True  True False]
 [False False False ...,  True False False]
 [False False False ..., False False False]]","[[6718 1154]
 [6718 1155]
 [6718 1156]
 ..., 
 [6803 1177]
 [6803 1178]
 [6803 1179]]",0.9665404083429889,43.056204862184465,1,0.434108527132,"[[False False False ..., False False False]
 [False  True  True ..., False False False]
 [ True  True  True ..., False False False]
 ..., 
 [False False False ...,  True  True False]
 [False False False ...,  True False False]
 [False False False ..., False False False]]",223,99.55424363105473,0.841529,0.661253,0.518643,25.537097389323453,-1.3565929846139104,296.8355698,0.644532979194,"(6765.376488176742, 1166.5340496153997)",7.80411,5.74191,2.80594,"(6764.9182307369019, 1166.2898643949941)",6.45948,5.68731,4.68992,"(6765.2181993168215, 1166.4133297459935)",0.4534336696438527,0.6790612205079841,0.07770596871827655,0.07843346426011122,0.15796339340670046,0.35464006408064014,0.004624881292428551,0.0047161301650137065,0.005373504098276166,0.018523055393866898,2.445482524706092e-05,2.5919531217426554e-05,0.0016074374260900048,0.005528779077483186,6.376622580246863e-06,7.211621991582852e-06,4.6309215153806255e-06,5.4653086206029e-05,7.709851488788296e-11,9.618414674761522e-11,0.0005984140252703939,0.0030583345584966493,3.999677334458784e-07,4.6196169662877236e-07,-9.34237206107201e-07,-1.1976801419112627e-05,-1.9912600170169102e-11,-2.1678262749232897e-11
drift_223,698,"(6754, 638, 6781, 685)","(6767.4641833810892, 667.34527220630378)",939,"[[False False False ..., False False False]
 [False False False ..., False False False]
 [False False False ...,  True  True  True]
 ..., 
 [False False False ..., False False False]
 [False False False ..., False False False]
 [False False False ..., False False False]]","[[6754  670]
 [6754  671]
 [6754  672]
 ..., 
 [6780  674]
 [6780  675]
 [6780  676]]",0.8466878738706476,29.811427376513585,1,0.550039401103,"[[False False False ..., False False False]
 [False False False ..., False False False]
 [False False False ...,  True  True  True]
 ..., 
 [False False False ..., False False False]
 [False False False ..., False False False]
 [False False False ..., False False False]]",224,46.34704956922735,1.14017,0.744466,0.134611,24.660796210970105,0.08091295970106417,138.811183182,0.743343982961,"(6767.5333638278044, 667.78485363723757)",9.05394,2.90746,0.405918,"(6766.3526032976488, 667.86693221655196)",4.87483,2.0986,0.890452,"(6768.0947979678531, 668.62880067978131)",0.24679475944944612,0.31749192572540336,0.06826211602945029,0.1161603087887988,0.019012136278907132,0.029878545878720304,0.0012828089123389254,0.0031687781340910964,0.008420015129629673,0.020037515702915953,0.00017618706533935522,0.0011879192112411088,0.0029812170128529643,0.007881280186300863,7.331288566045432e-05,0.0004466075273538161,1.4608498252949988e-05,9.721096716964946e-05,8.309692475000492e-09,3.1637740199697427e-07,0.0003901062850574804,0.0012995996954426239,2.360511705544973e-06,2.4379889653369357e-05,-3.1126732568949257e-06,-1.8953657896292308e-05,-6.114435310927788e-10,-7.566156876013373e-08
drift_224,94,"(6777, 730, 6789, 741)","(6782.4361702127662, 735.25531914893622)",98,"[[False False False ...,  True False False]
 [False False False ...,  True  True False]
 [False False  True ...,  True  True False]
 ..., 
 [False False  True ...,  True False False]
 [False False False ...,  True False False]
 [False False False ..., False False False]]","[[6777  735]
 [6777  736]
 [6777  737]
 ..., 
 [6788  735]
 [6788  736]
 [6788  737]]",0.49205719420151106,10.940041919714261,1,0.712121212121,"[[False False False ...,  True False False]
 [False False False ...,  True  True False]
 [False False False ...,  True  True False]
 ..., 
 [False False  True ...,  True False False]
 [False False False ...,  True False False]
 [False False False ..., False False False]]",225,11.88577622532558,0.762368,0.668496,0.548849,10.347315510763861,1.182158848565573,34.9705627485,0.959183673469,"(6782.4133780973916, 735.24619062717284)",3.8501,1.99494,0.681546,"(6781.9388668473148, 734.66063619213185)",2.47741,1.96276,1.4018,"(6782.3161671901989, 735.10041750406879)",0.16511875981237312,0.2478840836741641,0.08554250444170945,0.08458158190045051,0.0005172218566434586,0.0011101207264575294,0.00023859767535046016,0.00013666939912747756,0.00033248996203330154,0.0013107240523647372,0.00011644366039094365,6.588685228591167e-05,3.1022263676502286e-07,5.889092422841908e-07,1.6354860317533006e-05,9.755370976616503e-07,3.112900516127742e-12,-9.217330600968968e-12,6.712365657152594e-10,3.9127095901541115e-12,6.6955145717187255e-09,-1.962155559316769e-08,9.207963522748876e-08,-7.699209260243242e-09,4.862256950890778e-13,1.3518348750611746e-11,2.425663908010039e-10,6.771966274414624e-12
drift_225,106,"(6795, 1070, 6805, 1086)","(6799.8773584905657, 1077.7452830188679)",124,"[[False False False ...,  True False False]
 [False False False ...,  True  True False]
 [False  True  True ...,  True  True  True]
 ..., 
 [False  True  True ...,  True  True False]
 [False False  True ..., False False False]
 [False False False ..., False False False]]","[[6795 1083]
 [6796 1081]
 [6796 1082]
 ..., 
 [6804 1075]
 [6804 1076]
 [6804 1077]]",0.888339486054668,11.617374563210365,1,0.6625,"[[False False False ...,  True False False]
 [False False False ...,  True  True False]
 [False  True  True ...,  True  True  True]
 ..., 
 [False  True  True ...,  True  True False]
 [False False  True ..., False False False]
 [False False False ..., False False False]]",226,17.82054016726708,0.746125,0.654599,0.595617,8.182965355940665,0.11998942819159843,42.3847763109,0.854838709677,"(6799.9023174041604, 1077.7393718938295)",7.41037,6.11476,4.40781,"(6799.6472242091259, 1077.680866439664)",6.49345,6.09627,5.72744,"(6799.8675515933473, 1077.8177656768917)",0.22672911195147671,0.3444510508759425,0.036956135098926486,0.03741053532753493,0.021834719981136428,0.05100341353304338,0.0006121496498214593,0.0005879885179316653,0.0006973375662658827,0.002569205586277038,2.495640798890357e-06,3.1381842926202035e-06,7.513159039612169e-05,0.00028871946004499976,1.8696619871474314e-07,3.7335053003439664e-07,-1.5146196587457803e-08,-2.3718541444565922e-07,-1.165706216192081e-13,-2.0251695528502676e-13,-1.0214149146709456e-05,-6.306405562340226e-05,-4.306518058771419e-09,-6.188226962127001e-09,-8.144521629868723e-09,-7.467954570205829e-08,-5.2172253669453755e-14,-3.4971830491423006e-13
drift_226,3672,"(6807, 856, 6994, 1012)","(6900.5868736383445, 944.39705882352939)",7517,"[[False  True  True ..., False False False]
 [ True  True  True ..., False False False]
 [ True  True  True ..., False False False]
 ..., 
 [False False False ..., False False False]
 [False False False ..., False False False]
 [False False False ..., False False False]]","[[6807  857]
 [6807  858]
 [6807  859]
 ..., 
 [6993 1000]
 [6993 1001]
 [6993 1002]]",0.9871795780861988,68.3764258225561,1,0.125874125874,"[[False  True  True ..., False False False]
 [ True  True  True ..., False False False]
 [ True  True  True ..., False False False]
 ..., 
 [False False False ..., False False False]
 [False False False ..., False False False]
 [False False False ..., False False False]]",227,249.63035792105563,1.4452,0.856012,0.0720026,39.84438391360223,-0.9572494220262348,652.523953342,0.488492749767,"(nan, nan)",18.0496,5.67155,0.503427,"(nan, nan)",7.97342,2.83977,0.963113,"(6901.597605736154, 944.82642545056638)",1.0876717477745244,,,0.42289871782266975,1.0683878420343809,,,0.16349284762661492,0.14135654315888813,,,0.007008877268288719,0.016247303823438853,,,0.0013674787001692577,-0.0006292734742198041,,,1.9063584482295992e-06,-0.015336578239742675,,,-3.260845796430916e-05,0.0004585587856359804,,,3.7800496369731564e-06
drift_227,148,"(6810, 738, 6821, 762)","(6814.4527027027025, 747.56756756756761)",173,"[[False False False ...,  True  True  True]
 [False False False ...,  True  True  True]
 [ True  True  True ...,  True  True False]
 ..., 
 [False False False ..., False False False]
 [False False False ..., False False False]
 [False False False ..., False False False]]","[[6810  748]
 [6810  749]
 [6810  750]
 ..., 
 [6820  745]
 [6820  746]
 [6820  747]]",0.8942699059410179,13.727325035155395,1,0.560606060606,"[[False False False ..., False False  True]
 [False False False ...,  True  True  True]
 [ True  True  True ..., False False False]
 ..., 
 [False False False ..., False False False]
 [False False False ..., False False False]
 [False False False ..., False False False]]",228,21.72673198973063,0.903983,0.734035,0.61455,9.723321509691019,0.23928112651326952,54.4558441227,0.85549132948,"(6814.3434185029791, 747.67347558102904)",9.44437,3.54928,1.05178,"(6813.3607011845397, 748.86476089275459)",5.20339,2.31238,0.830103,"(6813.8135372307461, 749.54709054650584)",0.23927105748919103,0.31986656646270706,0.07373044761524876,0.10355541796673084,0.02541491706367756,0.04702487520170537,0.0030182174838074395,0.005259922726056647,0.0032400941214938035,0.007028381789611672,1.2893503090154178e-05,6.231837304208081e-05,0.0007933138100205885,0.0016505779980099213,2.1506534455321467e-07,2.5378916835559576e-06,1.2104328611954014e-06,5.4522618687201225e-06,6.20289328280576e-14,-7.236500844410407e-12,0.00010322375826136266,0.00030451902701364236,-1.1814034716172567e-08,1.431945981978945e-07,3.905540789551757e-07,1.3705477962194842e-06,3.5271766650947256e-13,3.1085484826890734e-11
drift_228,960,"(6815, 643, 6882, 695)","(6855.5552083333332, 670.015625)",1834,"[[ True False False ..., False False False]
 [ True  True False ..., False False False]
 [ True  True  True ..., False False False]
 ..., 
 [False False False ...,  True  True  True]
 [False False False ...,  True  True  True]
 [False False False ...,  True  True  True]]","[[6815  643]
 [6816  643]
 [6817  643]
 ..., 
 [6881  692]
 [6881  693]
 [6881  694]]",0.8845873229046203,34.961549778946534,1,0.275545350172,"[[ True False False ..., False False False]
 [ True False False ..., False False False]
 [ True False False ..., False False False]
 ..., 
 [False False False ...,  True  True  True]
 [False False False ...,  True  True  True]
 [False False False ...,  True  True  True]]",229,74.51307457932008,1.79719,0.840045,0.401018,34.75100540213041,-0.8288255239580089,243.758405333,0.523446019629,"(6856.891119895623, 671.96357954769246)",25.9027,6.32398,0.472834,"(6860.2511773559163, 673.09622049024631)",12.2489,4.56954,1.11513,"(6862.0179343143727, 673.68200772469072)",0.4400931419089983,0.5359780311557425,0.07320207878987357,0.09251139454275156,0.0800037507738211,0.13788422333042893,0.002697284505017275,0.0036159576256968562,0.01873748034129269,0.0266224780039101,6.423080725755015e-05,0.00013803854940874413,0.009211172704958262,0.02583173224248503,8.725328981057053e-05,0.0002552993597999889,7.655594157842288e-05,0.00040140508837179694,3.959630054483139e-09,2.2025985613345464e-08,0.0024817749732519595,0.009446559209151868,4.477491388847053e-06,1.4595575221441632e-05,9.371798767361332e-05,0.0005456779784077891,5.194998176746878e-09,4.256519116468244e-08
drift_229,312,"(6817, 740, 6855, 787)","(6836.7307692307695, 766.91666666666663)",506,"[[False False False ..., False False False]
 [False False False ..., False False False]
 [False False False ..., False False False]
 ..., 
 [False False  True ..., False False False]
 [False  True  True ..., False False False]
 [ True  True  True ..., False False False]]","[[6817  782]
 [6818  780]
 [6818  781]
 ..., 
 [6854  741]
 [6854  742]
 [6854  743]]",0.980685178263601,19.931149940667517,1,0.174692049272,"[[False False False ..., False False False]
 [False False False ..., False False False]
 [False False False ..., False False False]
 ..., 
 [False False  True ..., False False False]
 [False  True  True ..., False False False]
 [ True  True  True ..., False False False]]",230,60.564373629023834,1.03949,0.749534,0.460525,11.84596125860236,0.6392322189280774,140.888347648,0.616600790514,"(6836.5482951167687, 767.08839822546202)",12.0082,5.16575,0.780692,"(6837.2081875035128, 764.86513889841251)",7.26837,3.85876,1.32323,"(6837.3533131339318, 765.72897656304065)",0.7628946617019843,1.0138022507481446,0.16633686488358396,0.22105203697583706,0.49938812725229453,0.8819401171697936,0.024818142783967285,0.043211416173763506,0.06811235213767364,0.16196259581174255,0.0002582055663013238,0.0012773501190861277,0.027902340457969257,0.0660193211538053,6.298066475987349e-05,0.000546551549887995,0.001162562402795822,0.006521533158646923,6.509252689720165e-09,4.428366927901099e-07,0.017174223165489964,0.05399005033893533,6.81163476150064e-06,0.00010407203708868072,-0.0003578553263325564,-0.0020184423267371205,-4.70464978511714e-09,-1.1154538884534393e-07
drift_230,254,"(6835, 1066, 6861, 1081)","(6845.8110236220473, 1073.6062992125985)",300,"[[False False False ...,  True False False]
 [False False False ...,  True  True False]
 [False False  True ...,  True  True  True]
 ..., 
 [False False False ..., False False False]
 [False False False ..., False False False]
 [False False False ..., False False False]]","[[6835 1075]
 [6835 1076]
 [6835 1077]
 ..., 
 [6859 1075]
 [6860 1073]
 [6860 1074]]",0.8633202845851572,17.983404693292407,1,0.651282051282,"[[False False False ...,  True False False]
 [False False False ...,  True  True False]
 [False False False ...,  True  True False]
 ..., 
 [False False False ..., False False False]
 [False False False ..., False False False]
 [False False False ..., False False False]]",231,27.062523462383506,0.733925,0.656307,0.565323,13.657275777059564,-1.5311608175902,70.5269119346,0.846666666667,"(6845.8605883523305, 1073.6195157677778)",7.73629,5.9739,3.765,"(6845.3294462084177, 1073.4593600088451)",6.46227,5.97323,4.91015,"(6845.555967662066, 1073.5950090508552)",0.22610761756956588,0.34365610440756256,0.03653740448728927,0.03728195963009808,0.01804070658575,0.04279153868431175,0.00043994227840033113,0.0004659460808032355,0.0027746189031274612,0.009341095796285642,1.3627446274239053e-05,1.4063453642665647e-05,0.0005079266126126738,0.0016769821839244501,3.1333690242671404e-06,2.990540512964728e-06,6.026690554152667e-07,6.6361451532039e-06,2.0444014542387594e-11,1.9393119572922448e-11,6.790160032626511e-05,0.0003448546286645484,6.45877039207541e-08,6.404586363173649e-08,-1.9371375746855557e-08,-1.2392274497610098e-07,1.1265631127789155e-12,-1.9895463976522313e-13
drift_231,1070,"(6877, 839, 6970, 881)","(6922.731775700935, 857.24485981308408)",1754,"[[False False False ..., False False False]
 [False False  True ..., False False False]
 [False  True  True ..., False False False]
 ..., 
 [False False False ...,  True  True  True]
 [False False False ...,  True  True False]
 [False False False ...,  True  True False]]","[[6877  843]
 [6877  844]
 [6877  845]
 ..., 
 [6969  877]
 [6969  878]
 [6969  879]]",0.9806072078451687,36.910246719124274,1,0.273937532002,"[[False False False ..., False False False]
 [False False  True ..., False False False]
 [False False  True ..., False False False]
 ..., 
 [False False False ...,  True  True  True]
 [False False False ...,  True  True False]
 [False False False ...,  True  True False]]",232,104.61100870339381,1.0884,0.722885,0.464935,20.502024057926135,-1.1392267139682102,275.237590053,0.610034207526,"(6922.5694196884833, 857.23158327205363)",9.17596,3.02845,0.455613,"(6922.9067008100828, 856.06621242106598)",3.37314,2.23208,1.23666,"(6923.7632301045678, 857.22758012043835)",0.6637731385755442,0.924439614390768,0.22854188776372597,0.284484411736997,0.3778177549102673,0.7382798552030962,0.04592083186253618,0.06863774920430221,0.011453309423205816,0.02986093256458865,0.00042232173991009784,0.0009227632228765046,0.002632959288760591,0.006918082215680389,5.845194442694141e-05,0.00015290162442708094,1.1759787856221081e-05,8.114115800472146e-05,1.116676131537731e-09,3.133821825386357e-08,0.0007582805145138241,0.002774498896515545,-2.531092846297096e-06,6.700160347932916e-06,8.412120395946197e-06,5.74719163933125e-05,9.11560976211322e-09,4.8129956249512594e-08
drift_232,78,"(6886, 1371, 6898, 1382)","(6891.3461538461543, 1376.551282051282)",83,"[[ True  True  True ..., False False False]
 [ True  True  True ..., False False False]
 [ True  True  True ..., False False False]
 ..., 
 [False False False ...,  True  True  True]
 [False False False ...,  True  True  True]
 [False False False ...,  True  True False]]","[[6886 1371]
 [6886 1372]
 [6887 1372]
 ..., 
 [6896 1381]
 [6897 1379]
 [6897 1380]]",0.8564207997874341,9.965574970333758,1,0.590909090909,"[[ True  True False ..., False False False]
 [False  True  True ..., False False False]
 [False  True  True ..., False False False]
 ..., 
 [False False False ...,  True  True  True]
 [False False False ...,  True  True  True]
 [False False False ...,  True  True False]]",233,13.969695233548281,0.859506,0.702781,0.56416,7.2122522741603365,-0.8358997799369642,33.7634559673,0.939759036145,"(6891.3648409442385, 1376.5972652932678)",9.47755,6.85246,4.27201,"(6890.8308393210818, 1376.4116553073302)",6.76477,6.37135,5.84118,"(6891.2354276492515, 1376.4803305006399)",0.1980520575195132,0.26958242361984,0.027381532152399773,0.030820029382526138,0.013154289060635009,0.02449437483630971,0.0002262800245959865,0.00031398629093388856,0.00016324702590467968,0.0004453991341044474,6.74441455256853e-07,5.809436208453889e-07,1.6882671720134206e-05,6.001751291249662e-05,2.7486350066975854e-07,3.1940575241859447e-08,5.751583225140261e-10,7.647486050275793e-09,1.0536901172126298e-13,-3.800892824366283e-15,2.556419104079584e-07,2.4002579488480554e-06,1.3974832700827837e-09,-5.091142336085025e-10,6.743395361413708e-10,6.148693944093264e-09,-5.3877361466004656e-14,2.117479210917676e-15
drift_233,79,"(6908, 1207, 6919, 1219)","(6913.3164556962029, 1213.126582278481)",89,"[[False False False ...,  True  True False]
 [False False False ...,  True  True  True]
 [False False False ...,  True  True  True]
 ..., 
 [ True  True  True ...,  True  True False]
 [False  True  True ..., False False False]
 [False False  True ..., False False False]]","[[6908 1215]
 [6908 1216]
 [6908 1217]
 ..., 
 [6917 1213]
 [6918 1209]
 [6918 1210]]",0.8536365719437065,10.02925341359355,1,0.598484848485,"[[False False False ...,  True  True False]
 [False False False ...,  True  True  True]
 [False False False ...,  True  True  True]
 ..., 
 [ True  True  True ...,  True  True False]
 [False  True  True ..., False False False]
 [False False  True ..., False False False]]",234,14.35684572051466,0.83041,0.704534,0.562915,7.4780370847170685,0.6350544069897491,34.9705627485,0.887640449438,"(6913.3722561340192, 1213.0976616936102)",4.06173,2.28986,0.859911,"(6913.2562321059777, 1213.3686734949877)",3.04893,2.35376,1.71928,"(6913.5531508469458, 1212.866580155332)",0.20731017221761383,0.29889293677352596,0.09044484355368407,0.08636054477966701,0.014119978592245702,0.02977981194013689,0.0019549795343937475,0.002254806279384967,0.001001990809736689,0.003409922572381207,0.00019112022877510436,6.983691679745924e-05,5.883728906065382e-05,0.00020931928938878154,1.847276612915657e-05,8.674764496911628e-06,-5.870810294625424e-09,-7.670003516942389e-08,4.5594165173500703e-10,1.8307140288746307e-10,-3.92966878859289e-06,-1.960245680883704e-05,9.619257042725149e-08,7.328148205483453e-08,-1.3023961569134244e-08,-1.5934334327660133e-07,-9.984400413496015e-10,1.0988020307936977e-10
drift_234,203,"(6909, 1176, 6922, 1199)","(6914.7881773399013, 1188.2660098522167)",239,"[[False False False ...,  True False False]
 [False  True  True ...,  True  True False]
 [ True  True  True ...,  True  True  True]
 ..., 
 [False False False ..., False False False]
 [False False False ..., False False False]
 [False False False ..., False False False]]","[[6909 1189]
 [6909 1190]
 [6909 1191]
 ..., 
 [6921 1182]
 [6921 1183]
 [6921 1184]]",0.8473336893831813,16.07692842495848,1,0.678929765886,"[[False False False ...,  True False False]
 [False  True  True ...,  True  True False]
 [ True  True  True ...,  True  True  True]
 ..., 
 [False False False ..., False False False]
 [False False False ..., False False False]
 [False False False ..., False False False]]",235,23.404046207694332,0.896527,0.730031,0.543681,12.428972505769622,0.1098194598179735,62.5269119346,0.849372384937,"(6914.8112627321298, 1188.3670584793506)",6.53777,3.21917,0.37332,"(6914.2621902293249, 1188.1071316663977)",3.18566,1.99451,0.954316,"(6914.2355211522281, 1188.4401904077768)",0.2162034287072256,0.2910000578345714,0.06365694434419317,0.09950856412567038,0.01466052903405686,0.026038285269703355,0.0011491332196422272,0.002929599564241259,0.000904656245547032,0.0022396785931730993,8.040769591308513e-06,6.199828789471718e-05,0.0002708488204874682,0.0008296160006646118,3.0674330271162384e-07,2.6084588206354097e-05,1.1383176871535449e-07,1.0495938617274725e-06,4.0937795418394683e-14,9.772866191456385e-10,9.669563251025292e-06,4.994705289097875e-05,9.425193899071897e-09,1.1850186961364597e-06,-7.083179746998512e-08,-4.2094562221085093e-07,4.799960124681266e-13,3.8113370361647965e-10
drift_235,8434,"(6918, 663, 7176, 768)","(7064.0624851790371, 712.32202987906089)",13223,"[[False False False ..., False False False]
 [ True  True  True ..., False False False]
 [ True  True  True ..., False False False]
 ..., 
 [False False False ..., False False False]
 [False False False ..., False False False]
 [False False False ..., False False False]]","[[6918  678]
 [6918  679]
 [6918  680]
 ..., 
 [7175  716]
 [7175  717]
 [7175  718]]",0.9705649314054228,103.62674519783182,0,0.311332595054,"[[False False False ..., False False False]
 [ True  True  True ..., False False False]
 [ True  True  True ..., False False False]
 ..., 
 [False False False ..., False False False]
 [False False False ..., False False False]
 [False False False ..., False False False]]",236,257.0619214742629,1.12976,0.756344,0.477716,61.91069087561187,-1.301000738483438,942.766594029,0.637828026923,"(nan, nan)",10.7198,6.65564,2.76354,"(nan, nan)",8.75384,6.81886,3.77776,"(7066.2777478841917, 713.15869803605483)",0.5180946549437964,,,0.06746100071492374,0.2127855931300976,,,0.0035267751231619162,0.04749738626707217,,,0.00012773633230516666,0.0331871960485127,,,9.467000037737298e-05,0.001317618209556994,,,1.0409716137026681e-08,0.014926790731351537,,,5.543293811874188e-06,2.9775239082674996e-06,,,-1.3570871711264483e-10
drift_236,123,"(6931, 723, 6956, 730)","(6943.1626016260161, 726.27642276422762)",137,"[[False False  True ..., False False False]
 [False  True  True ...,  True False False]
 [False  True  True ...,  True False False]
 ..., 
 [False False False ...,  True  True  True]
 [False False False ...,  True  True  True]
 [False False False ..., False  True False]]","[[6931  725]
 [6931  726]
 [6932  724]
 ..., 
 [6954  728]
 [6954  729]
 [6955  728]]",0.9674340178410408,12.514330345744634,1,0.702857142857,"[[False False  True ..., False False False]
 [False  True  True ...,  True False False]
 [False  True  True ...,  True False False]
 ..., 
 [False False False ...,  True  True  True]
 [False False False ...,  True  True  True]
 [False False False ..., False  True False]]",237,25.505447151024804,0.805532,0.693474,0.587205,6.456023763045162,-1.5018955407727768,54.1421356237,0.897810218978,"(6943.1946637445453, 726.30400726897517)",6.11302,3.32884,0.428923,"(6944.2235786823385, 725.76964941733343)",3.40882,2.80896,2.12182,"(6943.4748780587443, 726.22952106875596)",0.3517317465460991,0.5038522770589405,0.10126477142373724,0.12055830153668808,0.09571213339493909,0.19725270621576102,0.008113899911779441,0.011112348448077987,0.0013137861683921181,0.004164002883149702,0.00013654143216370148,0.0001121918311478989,0.000566593303256236,0.0019212530881583304,8.36819577361283e-05,6.304102355855095e-05,4.885629513268209e-07,5.433323318146046e-06,8.889349427028545e-09,5.301403261783026e-09,0.00017135596742909087,0.0008358214393048113,7.142599959485062e-06,6.562411241808418e-06,-1.6547771798479384e-08,-9.532479183088405e-08,-9.961703648422916e-10,-5.649793500152615e-11
drift_237,137,"(6942, 1131, 6971, 1154)","(6956.5036496350367, 1140.7080291970804)",241,"[[False False False ...,  True  True False]
 [False False False ...,  True  True  True]
 [False False False ...,  True  True False]
 ..., 
 [False  True  True ..., False False False]
 [ True  True  True ..., False False False]
 [ True  True  True ..., False False False]]","[[6942 1149]
 [6942 1150]
 [6942 1151]
 ..., 
 [6970 1132]
 [6970 1133]
 [6970 1134]]",0.9869109328074748,13.207339536360731,1,0.205397301349,"[[False False False ...,  True  True False]
 [False False False ...,  True  True  True]
 [False False False ...,  True  True False]
 ..., 
 [False  True  True ..., False False False]
 [False  True  True ..., False False False]
 [ True  True  True ..., False False False]]",238,39.86927693186944,1.0096,0.758061,0.508954,6.429569685370414,1.0573447550634094,83.2903679019,0.56846473029,"(6956.0911034027476, 1140.8662689456312)",13.6446,6.37227,2.20415,"(6958.6977764446738, 1139.6064162946277)",11.1627,4.71411,1.03005,"(6961.3427259016844, 1138.4575567096613)",0.7440230882340929,0.9849903685520206,0.12806717132537812,0.14596763977772587,0.49886631270003656,0.8725844031534491,0.014593829963934175,0.018847487775124173,0.026346073866055145,0.048461290446400684,0.0006916246141623303,0.004172346110423268,0.019201289571169747,0.02679894622211832,0.0006758317199045503,0.0041816087774490945,0.00042906166721079795,0.0009340061991944251,4.619643110771927e-07,1.7465876036700765e-05,0.011903784520296699,0.01890064375816066,8.086462326437096e-05,0.0005738933943984574,-4.917542172160213e-05,-0.0002456534682703389,-9.122042873777987e-09,-1.4462512920616698e-07
drift_238,403,"(6950, 1255, 6977, 1316)","(6965.9032258064517, 1280.3920595533498)",656,"[[ True  True  True ..., False False False]
 [ True  True  True ..., False False False]
 [ True  True  True ..., False False False]
 ..., 
 [False False False ...,  True  True  True]
 [False False False ...,  True  True False]
 [False False False ...,  True False False]]","[[6950 1255]
 [6950 1256]
 [6950 1257]
 ..., 
 [6976 1311]
 [6976 1312]
 [6976 1313]]",0.9881028402574648,22.65205369339104,1,0.244687310261,"[[ True  True  True ..., False False False]
 [ True  True  True ..., False False False]
 [ True  True  True ..., False False False]
 ..., 
 [False False False ...,  True  True  True]
 [False False False ...,  True  True False]
 [False False False ...,  True False False]]",239,72.4652323649719,1.27608,0.807688,0.467548,11.14476097454999,-0.33756734941566674,146.468037432,0.614329268293,"(6965.9332808190975, 1280.0438954087679)",18.7701,6.82241,1.24911,"(6965.9157033784195, 1277.9072938115964)",8.03706,4.36861,1.94533,"(6965.6280883890258, 1277.8086291297473)",0.8336562653364178,0.9796307348938356,0.10048382927566823,0.1690884780194432,0.6322331879232984,0.87212191781124,0.008912550245935544,0.025912283943337423,0.08485844774917738,0.17693831416324382,0.0003419518217635129,0.0015026708278565466,0.03673824638103802,0.0899447828951355,0.00022417205292480692,0.0010651274222085853,0.0019445971181858122,0.011042690242138761,6.164836367221937e-08,1.3426980768131098e-06,0.021085343701520102,0.06697040481804409,1.8961159552965827e-05,0.00015611671197598306,0.0006529135733068141,0.0026095511774501742,7.189138258893284e-09,1.138601687951316e-07
